Lifecycle;Kurzname;ALM-ID;Name;Kurzbeschreibung;ADM Org. Einheit;Applikationsverantwortlicher (ADM);Letzte Žnderung
Ausser Produktion;KIS;ITR-3442;DP IHS KIS (CRM und Stammdaten);CRM und Stammdaten-Management;Deutsche Post InHaus Services GmbH, DP IHS IT (TG000104);Schmidt, D, DP IHS;17.08.2022
In Produktion;Sendungsbildspeicher;ITR-4376;Sendungsbildspeicher DP IHS;Sendungsbildspeicher fr Sortieranlagen der DP IHS;Deutsche Post InHaus Services GmbH, DP IHS IT (TG000104);H”ber, B., DP IHS;17.08.2022
In Produktion;Star;PRF-3099;Star;Reporting von Produktionsdaten und Ums„tzen;Deutsche Post InHaus Services GmbH, DP IHS IT (TG000104);Schmidt, D, DP IHS;17.08.2022
In Produktion;PI;ICTO-1042;Postident;Erfassung und Konsolidierung von Postident-Daten (Foto, Video) . Apps, Weitergabe an Auftraggeber inkl. Reporting;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;12.09.2022
In Produktion;DWH Postident;APP-3259;DWH Postident;Postident DWH-Applikation;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI Android App;APP-3252;PI Android App;Postident - Android App;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI AutoID;ITR-4360;PI AutoID;PI AutoID;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI Kernsystem;APP-3258;PI Kernsystem;Postident Kernsystem;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI ML;ITR-4359;PI ML-Services;PI ML-Services;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI PDC;ITR-4361;PI PDC;PI PDC;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI SC V+F;APP-3253;Postident Servicecenter Video + Foto;Postident - Agenten App;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;PI iOS App;APP-3251;PI iOS App;Postident - iOS App;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
Ausser Produktion;Post ID;APP-3260;Post ID;Postident Portal;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);;17.08.2022
In Produktion;eSigning;APP-4304;eSigning Komponente;Qualifizierte elektronische Signatur;Abt 1220, ADM DM, Presse & Ident.-Mgmt. (00057833);Hgen, A., SNL IT P&P, 1220, BN;17.08.2022
In Produktion;MKV WEN Formtext;ICTO-899;MKV WEN Formtext;Formular- und Outputmanagement zur automatisierten Erstellung und Ausgabe von Standarddokumenten;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
In Produktion;Output;APP-4945;Outputmodul;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;Ressourcen;APP-4947;Ressourcen-Client;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;MKV WEN ICR;ICTO-897;MKV WEN ICR-Erkennung;Untersttzung der optischen Zeichenerkennung und Plausibilit„tsprfung von eingescannten Dokumenten;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
In Produktion;Coordinator;APP-2223;Coordinator Kernel;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;Matching Server;APP-2224;Matching-Server;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;Verifier;APP-2225;Verifier-Client;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;MKV.net;ICTO-1910;MKV WEN MKV.net;Plattform zur Untersttzung der MKV-Vertriebsprozesse;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
Ausser Produktion;Phil E:B Kassen;ICTO-912;Philatelie E:B Kassen;EDV-L”sung als Kassensystem zur Untersttzung des Kassiervorgangs und Einbindung in das Warenwirtschaftssystem;Abt 192, IT Architektur (00057785);Kapornyai, A., 5400, NL MKV, WEN;17.08.2022
Ausser Produktion;Archiv. Client;APP-2273;Archivierungsclient;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Kartenzahlung;APP-2274;Kartenzahlungssystem;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Kassen Clients;APP-2272;E:B Kassen Clients;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Kassenserver;APP-2271;Zentralkassenserver;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Phil Johann;ICTO-179;Philatelie Johann;"Bereitstellung Kosten-Nutzen-Ergebnisse von Marketingkampagnen im Distanzhandel (Abl”sung durch DiA; Distanzhandel Analytics)";Abt 192, IT Architektur (00057785);;17.08.2022
Ausser Produktion;Datamining;APP-2207;Datamining SAS;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Kampagnensteuerung;APP-4310;Kampagnensteuerung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;PhilJohann;APP-3440;Philatelie Johann-1236;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Recherche;APP-2208;Recherche-Client;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;SAS EM;APP-2206;SAS Enterprise Miner;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;Phil LVS;ICTO-756;Philatelie Lagerverwaltungssystem;Lagerverwaltung zur Untersttzung Warenein-/-ausgang, Warenverwaltung, Versandkommissionierung, etc.;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
In Produktion;Basis;APP-2195;Basis / Konfiguration;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
Ausser Produktion;Eingang/Ausgang;APP-2187;Warenein- / Ausgang;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;HELAS-Client;APP-2186;HELAS-Client;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
Ausser Produktion;Inventur;APP-2191;Inventur;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;KAV;APP-2232;KAV;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Konfektionierung;APP-2190;Konfektionierung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Nachschub;APP-2189;Nachschub / Umlagerung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Retouren;APP-2192;Retouren;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Steuerung;APP-2188;Auftragssteuerung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Vernichtung;APP-2193;Vernichtung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;Phil Materialf;ICTO-901;Philatelie Materialflussrechner;Materialflussmanagement in Verpackungsabl„ufen im Rahmen der Auslieferungskommissionierung im Versandlager;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
Ausser Produktion;Pick-by-lignt;APP-2233;Pick-by-light;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
Ausser Produktion;Verschlieáer;APP-2234;Kartonverschlieáer;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;17.08.2022
In Produktion;Phil PersonalPl;ICTO-902;Philatelie Personalplanung;Personal- und Kapazit„tsplanung in Produktion und Versand fr Erfassung und Verwaltung  Mitarbeiterbedarf;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
In Produktion;Forecastmodul;APP-2237;Forecastmodul;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;PEPTIS;APP-2239;PEPTIS;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;SP-Expert;APP-2236;SP-Expert;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;ZDP;APP-2240;ZDP;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;Zeiterfassung;APP-2238;Zeiterfassung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;Phil SAP ERP;ICTO-755;Philatelie SAP ERP;Auftragsmanagementsystem  Philatelie (Finanzwesen, Controlling, und Materialwirtschaft);Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
In Produktion;Basis;APP-2204;Basis;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);;02.09.2022
In Produktion;PhilMV;APP-2908;Mandatsverwaltung Phil PK;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);Kapornyai, A., 5400, NL MKV, WEN;02.09.2022
In Produktion;SAP FI;APP-2201;SAP Finanzwesen;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);Kapornyai, A., 5400, NL MKV, WEN;17.08.2022
In Produktion;SAP MM;APP-2199;SAP Materialwirtschaft;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);Kapornyai, A., 5400, NL MKV, WEN;17.08.2022
In Produktion;SAP PP;APP-2203;SAP Produktionsplanung und -steuerung;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);Kapornyai, A., 5400, NL MKV, WEN;17.08.2022
In Produktion;SAP SD;APP-2202;SAP Vertrieb;- zu erg„nzen -;Abt 1410, ADM Filiale Frontend (00057837);Kapornyai, A., 5400, NL MKV, WEN;17.08.2022
In Produktion;Smartphil Client;ITR-3827;HELASLSVS Client;HELASLSVS Client;Abt 19A4, ADM Filiale (00057792);;17.08.2022
In Produktion;Phil Shop;ICTO-760;Philatelie Shop;Untersttzung E-Commerce durch Shop-Plattform mit Funktionen zur Kundenverwaltung, Produktpflege, Produktverkauf, etc.;Abt 19A4, ADM Filiale (00057792);Kapornyai, A., 5400, NL MKV, WEN;17.08.2022
In Produktion;A-Mgmt;ICTO-1475;Auftragsmanagement;Auftragsmanagement beinhaltet  die Bereiche Auftragserfassung, -information, -verarbeitung, Eingangskontrolle, und Massenverarbeitung;Abt 19A6, ADM Renten Service (00057794);Westerman, Gerd, RentS PQR, K;23.08.2022
In Produktion;AAN HVZ;APP-3327;Auftragsannahme HVZ;Die Applikation Auftragsannahme verantwortet die analoge und digitale Annahme von Auftr„gen von externen Partnern (Leistungstr„gern, Rentnern, etc.).;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;AE;APP-3972;Auftragserfassung;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;AIF;APP-3974;Auftragsinformation;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;AV;APP-3973;Auftragsverarbeitung;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;EKL;APP-3975;Eingangskontrolle;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;MV;APP-3976;Massenverarbeitung;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;AB;ICTO-1476;Abrechnung / Buchhaltung;Pflege Abrechnungsbeziehungen mit DRV Bund, Bundesversicherungsamt (BVA), BMAS (Bundesministerium fr Arbeit und Soziales), Leistungstr„gern, landwirtschaftlichen Krankenkassen sowie weiteren Institutionen;Abt 19A6, ADM Renten Service (00057794);Westerman, Gerd, RentS PQR, K;26.08.2022
In Produktion;ABR;APP-3977;Abrechnung;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;BUAU;APP-3265;Buchungsaufbereitung;Die Applikation Buchungsaufbereitung verantwortet die Aufbereitung von Gesch„ftsvorf„llen fr die Buchhaltung. Sie aggregiert Einzelbuchungss„tze, erlaubt die Auswertung und Suche von Gesch„ftsvorf„llen und fhrt die Entgeltermittlung durch.;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;BUC;APP-3978;Buchhaltung;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
Ausser Produktion;RIS;APP-5443;Renten Service Informationssystem;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
Geplant;ABBU;ITR-3477;RZP Abrechnung / Buchhaltung;Das IT-System RZP Abrechnung / Buchhaltung verantwortet die Erstellung von Abrechnungen fr Kunden und Dritte, sowie die Durchfhrung der rentenzahlungsbezogenen ordnungsgem„áen Buchhaltung des Renten Service;SP 19A7, Mainframe Transition (00057795);Bach,E., Z SP 19A7, B;17.08.2022
In Produktion;AWL;ICTO-1488;Anwartschaft- und Rentenverwaltung;Administration, Ermittlung sowie Berechnung der Anwartschaft auf betriebliche Altersvorsorge;Abt 19A6, ADM Renten Service (00057794);Westerman, Gerd, RentS PQR, K;09.09.2022
In Produktion;CollPhir bAV;APP-4006;CollPhir bAV;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP HCM;APP-4007;SAP HCM;- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;VAPSY;APP-4005;VAPSY (AWL);- zu erg„nzen -;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Clients Renten Service;ITR-3896;Clients Renten Service;Clients Renten Service;Abt 19A6, ADM Renten Service (00057794);Westerman, Gerd, RentS PQR, K;17.08.2022
In Produktion;ATV-2018-Client;ITR-3929;SerieMClient-6.9.2018.121;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;ATV-2018-Client Entwickler;ITR-3932;SeriemEClient-6.9.2018.121;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;ATV-2018-Workbench;ITR-3933;SerieMWorkbench-6.8.2018.08;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;BarKo incl. Filesplitter und Druckertrei;ITR-3936;RTF-RTFCProEdition-7.14;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Basis-Paket fr P_P_V4R_RZAHL_V1;ITR-3937;AMIS-FF-ESR-6090-PROD;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Colphir ZWK;ITR-3900;CollPhirZWK;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Colphir bAV Client;ITR-3899;CollPhir bAV Client;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Cygwin;ITR-3907;Cygwin;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Git 2.19.1;ITR-3931;Git fr Windows;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;LBControl;ITR-3897;LBControl_5.0.0;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;MagicDraw;ITR-3914;DPM-MagicDraw-19.0.3;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;MagicDraw Reader;ITR-3916;MagiDrawReader 18.0_SP5;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Micro Focus Enterprise Developer Client;ITR-3913;Enterprise Developer;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;MobaXterm;ITR-3908;Mobaxterm;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Oracle ODI Studio;ITR-3911;Oracle ODI Studio;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Oracle ODP.Net;ITR-3915;ODPNET-11.2.3.20;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Oracle Objects for OLE;ITR-3901;Oracle Objects for OLE;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Oracle SQL Developer Data Modeler (64b);ITR-3909;SQL Developer;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Oracle SQL-Developer 17.4.0;ITR-3930;Oracle SQLDeveloper (ohne jre);Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;PCKOMM/ZESAR;ITR-3902;Zesar-11.03.05;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;PPMS;ITR-3903;Planta_3905;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;PS-Admin;ITR-3898;PS-Admin 71.05;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;RSA-5.0.0.292;ITR-3918;RSA SecurID Token;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;RTF-RTFCProEdition (BarKo) GPWS;ITR-3925;RTF-RTFCProEdition-8.0.7;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Ricoh Scanner 3351;ITR-3938;Ricoh Scanner 3351;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;Ricoh Scanner 3352;ITR-3904;Ricoh Scanner 3352;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP Workforce Performance Builder Produc;ITR-3922;SAP-EN-Producer-10.2.1;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP-EN-Desktop-Assistant-10.2.1;ITR-3923;SAP-EN-Desktop-Assistant-10.2.1;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP-EN-Desktop-Assistant-10.2.1 Client;ITR-3935;SAP-EN-Desktop-Assistant-10.2.1 Client;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP-EN-Instant-Producer-10.2.1;ITR-3924;SAP-EN-Instant-Producer-10.2.1;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP-EN-Instant-Producer-10.2.1 Client;ITR-3934;SAP-EN-Instant-Producer-10.2.1 Client;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SAP-EN-SLCPlayer;ITR-3921;SAP-EN-SLCPlayer-10.2.1;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SepaConv;ITR-3905;SEPA Account Converter 1.5.1.0;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;SperrungWechseldatentr„ger;ITR-3928;Deutsche Post Rentenservice USB Disable;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
In Produktion;StyleVision 2017 sp2 (x64) Enterprise Ed;ITR-3926;StyleVision 2017 Rel.3  (x64) Ent.Edition;Clientsoftware;Abt 19A6, ADM Renten Service (00057794);;17.08.2022
